State_Crop_District,Year,Season,Area (Hectare),Production (Tonnes),Yield (Tonnes/Hectare)
Andhra Pradesh,,,,,
, 2005-06,Rabi       ,1000,800,0.80
, 2006-07,Rabi       ,1200,1200,1.00
, 2007-08,Rabi       ,1400,1200,0.86
, 2008-09,Rabi       ,900,800,0.89
, 2009-10,Rabi       ,1100,900,0.82
, 2010-11,Rabi       ,1100,1000,0.91
, 2011-12,Rabi       ,700,800,1.14
, 2012-13,Rabi       ,500,600,1.20
, 2013-14,Rabi       ,500,700,1.40
, 2014-15,Rabi       ,1200,1200,1.00
, 2015-16,Rabi       ,1000,700,0.70
, 2016-17,Rabi       ,900,1300,1.44
 11.GONDIA, 1999-00,Rabi       ,45100,58400,1.29
, 2000-01,Rabi       ,3700,2400,0.65
, 2001-02,Rabi       ,4400,3100,0.70
, 2002-03,Rabi       ,3800,2400,0.63
, 2003-04,Rabi       ,3700,2900,0.78
, 2004-05,Rabi       ,2300,1600,0.70
, 2005-06,Rabi       ,3600,2400,0.67
, 2006-07,Rabi       ,3200,1900,0.59
, 2007-08,Rabi       ,4200,3000,0.71
, 2008-09,Rabi       ,2100,1500,0.71
, 2009-10,Rabi       ,2400,1700,0.71
, 2010-11,Rabi       ,2700,2000,0.74
, 2011-12,Rabi       ,2100,1600,0.76
, 2012-13,Rabi       ,1900,1800,0.95
, 2013-14,Rabi       ,1700,1100,0.65
, 2014-15,Rabi       ,2400,1500,0.63
, 2015-16,Rabi       ,2200,1400,0.64
, 2016-17,Rabi       ,2000,2100,1.05
 12.HINGOLI, 2000-01,Rabi       ,34800,54600,1.57
, 2001-02,Rabi       ,40800,64800,1.59
, 2002-03,Rabi       ,43500,67300,1.55
, 2003-04,Rabi       ,39000,60900,1.56
, 2004-05,Rabi       ,28500,39000,1.37
, 2005-06,Rabi       ,42600,65700,1.54
, 2006-07,Rabi       ,51600,86300,1.67
, 2007-08,Rabi       ,37100,71300,1.92
, 2008-09,Rabi       ,20300,27700,1.36
, 2009-10,Rabi       ,19300,25300,1.31
, 2010-11,Rabi       ,34400,57200,1.66
, 2011-12,Rabi       ,36000,64200,1.78
, 2012-13,Rabi       ,37600,52300,1.39
, 2013-14,Rabi       ,77200,74200,0.96
, 2014-15,Rabi       ,49500,33000,0.67
, 2015-16,Rabi       ,26200,16100,0.61
, 2016-17,Rabi       ,31800,49900,1.57
 13.JALGAON, 1997-98,Rabi       ,34000,45000,1.32
, 1998-99,Rabi       ,43800,72200,1.65
, 1999-00,Rabi       ,46900,88300,1.88
, 2000-01,Rabi       ,22600,31600,1.40
, 2001-02,Rabi       ,23800,39300,1.65
, 2002-03,Rabi       ,27700,53200,1.92
, 2003-04,Rabi       ,33000,61500,1.86
, 2004-05,Rabi       ,38400,77700,2.02
, 2005-06,Rabi       ,36200,66800,1.85
, 2006-07,Rabi       ,50800,111900,2.20
, 2007-08,Rabi       ,52600,137700,2.62
, 2008-09,Rabi       ,31600,64600,2.04
, 2009-10,Rabi       ,50900,110000,2.16
, 2010-11,Rabi       ,66000,164600,2.49
, 2011-12,Rabi       ,25900,60200,2.32
, 2012-13,Rabi       ,25300,53000,2.09
, 2013-14,Rabi       ,25300,64800,2.56
, 2014-15,Rabi       ,49600,81100,1.64
, 2015-16,Rabi       ,42300,63500,1.50
, 2016-17,Rabi       ,52700,106100,2.01
 14.JALNA, 1997-98,Rabi       ,21600,14800,0.69
, 1998-99,Rabi       ,30400,43200,1.42
, 1999-00,Rabi       ,30200,42200,1.40
, 2000-01,Rabi       ,24300,60200,2.48
, 2001-02,Rabi       ,28400,41600,1.46
, 2002-03,Rabi       ,27600,44000,1.59
, 2003-04,Rabi       ,18400,24000,1.30
, 2004-05,Rabi       ,19500,27400,1.41
, 2005-06,Rabi       ,23900,34200,1.43
, 2006-07,Rabi       ,34100,54800,1.61
, 2007-08,Rabi       ,24100,45800,1.90
, 2008-09,Rabi       ,17900,29800,1.66
, 2009-10,Rabi       ,21500,40100,1.87
, 2010-11,Rabi       ,30900,51600,1.67
, 2011-12,Rabi       ,20700,29000,1.40
, 2012-13,Rabi       ,6500,2900,0.45
, 2013-14,Rabi       ,9800,13700,1.40
, 2014-15,Rabi       ,1900,1500,0.79
, 2015-16,Rabi       ,11600,8300,0.72
, 2016-17,Rabi       ,39100,63000,1.61
 15.KOLHAPUR, 1997-98,Rabi       ,6300,10100,1.60
, 1998-99,Rabi       ,7300,13400,1.84
, 1999-00,Rabi       ,7600,15200,2.00
, 2000-01,Rabi       ,8400,15000,1.79
, 2001-02,Rabi       ,8500,16600,1.95
, 2002-03,Rabi       ,8500,15200,1.79
, 2003-04,Rabi       ,8600,17400,2.02
, 2004-05,Rabi       ,9200,19400,2.11
, 2005-06,Rabi       ,9900,20100,2.03
, 2006-07,Rabi       ,9300,19400,2.09
, 2007-08,Rabi       ,10500,25100,2.39
, 2008-09,Rabi       ,9600,23800,2.48
, 2009-10,Rabi       ,7900,18000,2.28
, 2010-11,Rabi       ,8600,22800,2.65
, 2011-12,Rabi       ,8500,21100,2.48
, 2012-13,Rabi       ,9100,20000,2.20
, 2013-14,Rabi       ,16600,41700,2.51
, 2014-15,Rabi       ,6800,15100,2.22
, 2015-16,Rabi       ,2000,4500,2.25
, 2016-17,Rabi       ,4300,9700,2.26
 16.LATUR, 1997-98,Rabi       ,19700,8600,0.44
, 1998-99,Rabi       ,27500,30100,1.09
, 1999-00,Rabi       ,28300,26700,0.94
, 2000-01,Rabi       ,25400,26000,1.02
, 2001-02,Rabi       ,27300,24400,0.89
, 2002-03,Rabi       ,24800,25800,1.04
, 2003-04,Rabi       ,26500,18300,0.69
, 2004-05,Rabi       ,27000,27500,1.02
, 2005-06,Rabi       ,33100,38900,1.18
, 2006-07,Rabi       ,35600,37400,1.05
, 2007-08,Rabi       ,38000,56400,1.48
, 2008-09,Rabi       ,28600,33500,1.17
, 2009-10,Rabi       ,25800,27800,1.08
, 2010-11,Rabi       ,33500,46000,1.37
, 2011-12,Rabi       ,29100,43300,1.49
, 2012-13,Rabi       ,31000,47300,1.53
, 2013-14,Rabi       ,35200,44900,1.28
, 2014-15,Rabi       ,47200,10800,0.23
, 2015-16,Rabi       ,33200,10200,0.31
, 2016-17,Rabi       ,68600,97400,1.42
 17.NAGPUR, 1997-98,Rabi       ,55900,20400,0.36
, 1998-99,Rabi       ,61700,67900,1.10
, 1999-00,Rabi       ,62600,70900,1.13
, 2000-01,Rabi       ,32400,33400,1.03
, 2001-02,Rabi       ,30600,32900,1.08
, 2002-03,Rabi       ,31000,32500,1.05
, 2003-04,Rabi       ,35000,43200,1.23
, 2004-05,Rabi       ,31800,34700,1.09
, 2005-06,Rabi       ,50200,55800,1.11
, 2006-07,Rabi       ,63900,74200,1.16
, 2007-08,Rabi       ,67200,97800,1.46
, 2008-09,Rabi       ,40700,46000,1.13
, 2009-10,Rabi       ,57000,76700,1.35
, 2010-11,Rabi       ,75200,115700,1.54
, 2011-12,Rabi       ,79000,116400,1.47
, 2012-13,Rabi       ,80200,124800,1.56
, 2013-14,Rabi       ,86200,83100,0.96
, 2014-15,Rabi       ,88500,110600,1.25
, 2015-16,Rabi       ,92600,93900,1.01
, 2016-17,Rabi       ,135900,232600,1.71
 18.NANDED, 1997-98,Rabi       ,14900,9200,0.62
, 1998-99,Rabi       ,29500,35900,1.22
, 1999-00,Rabi       ,33400,39100,1.17
, 2000-01,Rabi       ,26100,28200,1.08
, 2001-02,Rabi       ,26700,34700,1.30
, 2002-03,Rabi       ,30400,40800,1.34
, 2003-04,Rabi       ,31500,43500,1.38
, 2004-05,Rabi       ,31600,38500,1.22
, 2005-06,Rabi       ,37700,38300,1.02
, 2006-07,Rabi       ,40100,49900,1.24
, 2007-08,Rabi       ,22700,34500,1.52
, 2008-09,Rabi       ,19800,27000,1.36
, 2009-10,Rabi       ,19100,19800,1.04
, 2010-11,Rabi       ,49000,82700,1.69
, 2011-12,Rabi       ,31100,54100,1.74
, 2012-13,Rabi       ,30400,43500,1.43
, 2013-14,Rabi       ,38900,43800,1.13
, 2014-15,Rabi       ,39500,29200,0.74
, 2015-16,Rabi       ,22300,10100,0.45
, 2016-17,Rabi       ,60600,75700,1.25
 19.NANDURBAR, 1999-00,Rabi       ,4300,2400,0.56
, 2000-01,Rabi       ,6000,5400,0.90
, 2001-02,Rabi       ,6400,7400,1.16
, 2002-03,Rabi       ,7900,10000,1.27
, 2003-04,Rabi       ,9200,15200,1.65
, 2004-05,Rabi       ,10900,15200,1.39
, 2005-06,Rabi       ,12000,24300,2.03
, 2006-07,Rabi       ,14200,31600,2.23
, 2007-08,Rabi       ,14800,38000,2.57
, 2008-09,Rabi       ,9400,19900,2.12
, 2009-10,Rabi       ,21100,49700,2.36
, 2010-11,Rabi       ,22700,54300,2.39
, 2011-12,Rabi       ,18000,48100,2.67
, 2012-13,Rabi       ,24000,50900,2.12
, 2013-14,Rabi       ,21500,45800,2.13
, 2014-15,Rabi       ,21900,39100,1.79
, 2015-16,Rabi       ,19800,33100,1.67
, 2016-17,Rabi       ,18400,37700,2.05
 20.NASHIK, 1997-98,Rabi       ,73600,95100,1.29
, 1998-99,Rabi       ,83900,112200,1.34
, 1999-00,Rabi       ,85700,122600,1.43
, 2000-01,Rabi       ,39400,44500,1.13
, 2001-02,Rabi       ,36800,48900,1.33
, 2002-03,Rabi       ,35000,49500,1.41
, 2003-04,Rabi       ,35500,41300,1.16
, 2004-05,Rabi       ,55600,81300,1.46
, 2005-06,Rabi       ,70600,116600,1.65
, 2006-07,Rabi       ,84100,137700,1.64
, 2007-08,Rabi       ,79000,149000,1.89
, 2008-09,Rabi       ,71900,115900,1.61
, 2009-10,Rabi       ,73000,117900,1.62
, 2010-11,Rabi       ,75300,143700,1.91
, 2011-12,Rabi       ,52400,102600,1.96
, 2012-13,Rabi       ,32400,53200,1.64
, 2013-14,Rabi       ,65900,111900,1.70
, 2014-15,Rabi       ,72400,111200,1.54
, 2015-16,Rabi       ,60000,81100,1.35
, 2016-17,Rabi       ,79200,177600,2.24
 21.OSMANABAD, 1997-98,Rabi       ,25400,9100,0.36
, 1998-99,Rabi       ,42200,45100,1.07
, 1999-00,Rabi       ,36200,28700,0.79
, 2000-01,Rabi       ,34500,34200,0.99
, 2001-02,Rabi       ,27000,25300,0.94
, 2002-03,Rabi       ,25800,28600,1.11
, 2003-04,Rabi       ,21900,4600,0.21
, 2004-05,Rabi       ,25700,19900,0.77
, 2005-06,Rabi       ,36300,36800,1.01
, 2006-07,Rabi       ,38600,33900,0.88
, 2007-08,Rabi       ,29200,34600,1.18
, 2008-09,Rabi       ,39800,42500,1.07
, 2009-10,Rabi       ,38600,39300,1.02
, 2010-11,Rabi       ,41800,43300,1.04
, 2011-12,Rabi       ,30300,37500,1.24
, 2012-13,Rabi       ,24200,11300,0.47
, 2013-14,Rabi       ,26700,41200,1.54
, 2014-15,Rabi       ,24100,7100,0.29
, 2015-16,Rabi       ,10900,3100,0.28
, 2016-17,Rabi       ,14600,11100,0.76
 22.PALGHAR, 2015-16,Rabi       ,42,40,0.95
, 2016-17,Rabi       ,35,100,2.86
 23.PARBHANI, 1997-98,Rabi       ,38600,31400,0.81
, 1998-99,Rabi       ,74400,102900,1.38
, 1999-00,Rabi       ,41500,52200,1.26
, 2000-01,Rabi       ,31900,41400,1.30
, 2001-02,Rabi       ,32300,48500,1.50
, 2002-03,Rabi       ,38000,53600,1.41
, 2003-04,Rabi       ,39000,44500,1.14
, 2004-05,Rabi       ,33900,27800,0.82
, 2005-06,Rabi       ,40900,47100,1.15
, 2006-07,Rabi       ,50400,70500,1.40
, 2007-08,Rabi       ,53000,102200,1.93
, 2008-09,Rabi       ,34500,56100,1.63
, 2009-10,Rabi       ,32500,42800,1.32
, 2010-11,Rabi       ,46400,79500,1.71
, 2011-12,Rabi       ,39600,62500,1.58
, 2012-13,Rabi       ,13600,21400,1.57
, 2013-14,Rabi       ,20900,23300,1.11
, 2014-15,Rabi       ,22300,18800,0.84
, 2015-16,Rabi       ,13400,5800,0.43
, 2016-17,Rabi       ,30190,47900,1.59
 24.PUNE, 1997-98,Rabi       ,57300,71400,1.25
, 1998-99,Rabi       ,68000,96000,1.41
, 1999-00,Rabi       ,71800,125000,1.74
, 2000-01,Rabi       ,55500,57000,1.03
, 2001-02,Rabi       ,59500,101200,1.70
, 2002-03,Rabi       ,64700,81900,1.27
, 2003-04,Rabi       ,38800,47500,1.22
, 2004-05,Rabi       ,52500,86900,1.66
, 2005-06,Rabi       ,61300,112900,1.84
, 2006-07,Rabi       ,72900,132100,1.81
, 2007-08,Rabi       ,73400,155000,2.11
, 2008-09,Rabi       ,60900,112300,1.84
, 2009-10,Rabi       ,59600,91800,1.54
, 2010-11,Rabi       ,60000,115900,1.93
, 2011-12,Rabi       ,55300,105600,1.91
, 2012-13,Rabi       ,53000,93800,1.77
, 2013-14,Rabi       ,64300,129900,2.02
, 2014-15,Rabi       ,71800,108300,1.51
, 2015-16,Rabi       ,62000,129600,2.09
, 2016-17,Rabi       ,68900,165200,2.40
 25.RAIGAD, 2015-16,Rabi       ,10,9,0.90
 26.SANGLI, 1997-98,Rabi       ,21400,27300,1.28
, 1998-99,Rabi       ,29000,43100,1.49
, 1999-00,Rabi       ,31000,57700,1.86
, 2000-01,Rabi       ,26300,44700,1.70
, 2001-02,Rabi       ,28900,50000,1.73
, 2002-03,Rabi       ,22400,28500,1.27
, 2003-04,Rabi       ,12600,20300,1.61
, 2004-05,Rabi       ,29400,50200,1.71
, 2005-06,Rabi       ,26000,41700,1.60
, 2006-07,Rabi       ,29600,47700,1.61
, 2007-08,Rabi       ,29800,58400,1.96
, 2008-09,Rabi       ,24600,45300,1.84
, 2009-10,Rabi       ,34300,57500,1.68
, 2010-11,Rabi       ,39300,72900,1.85
, 2011-12,Rabi       ,20000,34000,1.70
, 2012-13,Rabi       ,20100,36500,1.82
, 2013-14,Rabi       ,26200,51500,1.97
, 2014-15,Rabi       ,32500,70900,2.18
, 2015-16,Rabi       ,19200,32400,1.69
, 2016-17,Rabi       ,25600,63600,2.48
 27.SATARA, 1997-98,Rabi       ,31900,46700,1.46
, 1998-99,Rabi       ,35800,63100,1.76
, 1999-00,Rabi       ,37900,70200,1.85
, 2000-01,Rabi       ,32900,51600,1.57
, 2001-02,Rabi       ,35700,64900,1.82
, 2002-03,Rabi       ,35300,48700,1.38
, 2003-04,Rabi       ,23600,34100,1.44
, 2004-05,Rabi       ,38100,68300,1.79
, 2005-06,Rabi       ,39200,73500,1.88
, 2006-07,Rabi       ,43100,78100,1.81
, 2007-08,Rabi       ,43300,94000,2.17
, 2008-09,Rabi       ,40200,69100,1.72
, 2009-10,Rabi       ,42000,69000,1.64
, 2010-11,Rabi       ,43700,86500,1.98
, 2011-12,Rabi       ,36600,67800,1.85
, 2012-13,Rabi       ,35000,58500,1.67
, 2013-14,Rabi       ,33800,62200,1.84
, 2014-15,Rabi       ,38300,61400,1.60
, 2015-16,Rabi       ,29700,49000,1.65
, 2016-17,Rabi       ,35600,71200,2.00
 28.SOLAPUR, 1997-98,Rabi       ,47400,37900,0.80
, 1998-99,Rabi       ,70900,85100,1.20
, 1999-00,Rabi       ,68600,81000,1.18
, 2000-01,Rabi       ,50900,56000,1.10
, 2001-02,Rabi       ,53700,62700,1.17
, 2002-03,Rabi       ,48400,61800,1.28
, 2003-04,Rabi       ,30800,13300,0.43
, 2004-05,Rabi       ,50100,56200,1.12
, 2005-06,Rabi       ,58900,69200,1.17
, 2006-07,Rabi       ,69400,85900,1.24
, 2007-08,Rabi       ,75000,110300,1.47
, 2008-09,Rabi       ,62600,83800,1.34
, 2009-10,Rabi       ,80400,106000,1.32
, 2010-11,Rabi       ,87800,122900,1.40
, 2011-12,Rabi       ,29300,34900,1.19
, 2012-13,Rabi       ,28800,21800,0.76
, 2013-14,Rabi       ,35700,35800,1.00
, 2014-15,Rabi       ,42200,54600,1.29
, 2015-16,Rabi       ,41300,28800,0.70
, 2016-17,Rabi       ,58100,77780,1.34
 29.THANE, 1998-99,Rabi       ,100,100,1.00
, 1999-00,Rabi       ,100,100,1.00
, 2000-01,Rabi       ,100,100,1.00
, 2002-03,Rabi       ,100,100,1.00
, 2003-04,Rabi       ,100,100,1.00
, 2004-05,Rabi       ,100,100,1.00
, 2005-06,Rabi       ,200,200,1.00
, 2006-07,Rabi       ,200,200,1.00
, 2007-08,Rabi       ,200,200,1.00
, 2008-09,Rabi       ,100,100,1.00
, 2009-10,Rabi       ,100,100,1.00
, 2010-11,Rabi       ,100,200,2.00
, 2011-12,Rabi       ,100,100,1.00
, 2015-16,Rabi       ,2,2,1.00
, 2016-17,Rabi       ,1,2,2.00
 30.WARDHA, 1997-98,Rabi       ,17200,5400,0.31
, 1998-99,Rabi       ,19100,20700,1.08
, 1999-00,Rabi       ,21000,25500,1.21
, 2000-01,Rabi       ,19300,22500,1.17
, 2001-02,Rabi       ,18900,24700,1.31
, 2002-03,Rabi       ,19900,24100,1.21
, 2003-04,Rabi       ,20700,25000,1.21
, 2004-05,Rabi       ,15500,18100,1.17
, 2005-06,Rabi       ,19000,24000,1.26
, 2006-07,Rabi       ,25300,37500,1.48
, 2007-08,Rabi       ,27700,47500,1.71
, 2008-09,Rabi       ,19200,25000,1.30
, 2009-10,Rabi       ,23500,32400,1.38
, 2010-11,Rabi       ,29500,49000,1.66
, 2011-12,Rabi       ,23100,34400,1.49
, 2012-13,Rabi       ,23700,36000,1.52
, 2013-14,Rabi       ,25700,33700,1.31
, 2014-15,Rabi       ,13700,19900,1.45
, 2015-16,Rabi       ,13200,15600,1.18
, 2016-17,Rabi       ,14500,22000,1.52
 31.WASHIM, 1999-00,Rabi       ,17600,19300,1.10
, 2000-01,Rabi       ,12800,12400,0.97
, 2001-02,Rabi       ,15100,21300,1.41
, 2002-03,Rabi       ,16300,20900,1.28
, 2003-04,Rabi       ,11900,14100,1.18
, 2004-05,Rabi       ,3000,2200,0.73
, 2005-06,Rabi       ,11300,14500,1.28
, 2006-07,Rabi       ,18800,27800,1.48
, 2007-08,Rabi       ,34600,70500,2.04
, 2008-09,Rabi       ,16000,19300,1.21
, 2009-10,Rabi       ,15300,31700,2.07
, 2010-11,Rabi       ,21900,35200,1.61
, 2011-12,Rabi       ,20100,24600,1.22
, 2012-13,Rabi       ,16900,27100,1.60
, 2013-14,Rabi       ,30900,50200,1.62
, 2014-15,Rabi       ,30900,40800,1.32
, 2015-16,Rabi       ,29700,21000,0.71
, 2016-17,Rabi       ,33700,54200,1.61
 32.YAVATMAL, 1997-98,Rabi       ,18600,8700,0.47
, 1998-99,Rabi       ,21100,25500,1.21
, 1999-00,Rabi       ,24200,28800,1.19
, 2000-01,Rabi       ,17100,18900,1.11
, 2001-02,Rabi       ,17100,19600,1.15
, 2002-03,Rabi       ,17600,18600,1.06
, 2003-04,Rabi       ,17600,20800,1.18
, 2004-05,Rabi       ,5100,5000,0.98
, 2005-06,Rabi       ,15900,15800,0.99
, 2006-07,Rabi       ,33100,37600,1.14
, 2007-08,Rabi       ,45600,82200,1.80
, 2008-09,Rabi       ,38000,41200,1.08
, 2009-10,Rabi       ,18000,20000,1.11
, 2010-11,Rabi       ,41700,61400,1.47
, 2011-12,Rabi       ,34100,58500,1.72
, 2012-13,Rabi       ,36100,64600,1.79
, 2013-14,Rabi       ,34500,30700,0.89
, 2014-15,Rabi       ,29100,26800,0.92
, 2015-16,Rabi       ,35600,37600,1.06
, 2016-17,Rabi       ,60200,77900,1.29
Meghalaya,,,,,
 1.EAST GARO HILLS, 1997-98,Rabi       ,72,83,1.15
, 1998-99,Rabi       ,72,114,1.58
, 2000-01,Rabi       ,66,76,1.15
, 2001-02,Rabi       ,65,75,1.15
, 2002-03,Rabi       ,61,70,1.15
, 2003-04,Rabi       ,60,69,1.15
, 2004-05,Rabi       ,63,69,1.10
, 2005-06,Rabi       ,63,66,1.05
, 2006-07,Rabi       ,54,59,1.09
, 2007-08,Rabi       ,48,53,1.10
, 2008-09,Rabi       ,50,55,1.10
, 2009-10,Rabi       ,52,58,1.12
, 2010-11,Rabi       ,44,49,1.11
, 2011-12,Rabi       ,45,51,1.13
, 2012-13,Rabi       ,47,54,1.15
, 2013-14,Rabi       ,13,14,1.08
, 2014-15,Rabi       ,15,17,1.13
, 2015-16,Rabi       ,15,18,1.20
, 2016-17,Rabi       ,15,18,1.20
, 2017-18,Rabi       ,15,18,1.20
 2.NORTH GARO HILLS, 2013-14,Rabi       ,37,47,1.27
, 2014-15,Rabi       ,40,51,1.28
, 2015-16,Rabi       ,41,54,1.32
, 2016-17,Rabi       ,41,54,1.32
, 2017-18,Rabi       ,43,57,1.33
 3.RI BHOI, 2007-08,Rabi       ,5,5,1.00
, 2008-09,Rabi       ,4,4,1.00
, 2009-10,Rabi       ,3,3,1.00
, 2010-11,Rabi       ,1,1,1.00
 4.SOUTH WEST GARO HILLS, 2013-14,Rabi       ,189,370,1.96
, 2014-15,Rabi       ,197,396,2.01
, 2015-16,Rabi       ,199,408,2.05
, 2016-17,Rabi       ,203,410,2.02
, 2017-18,Rabi       ,204,413,2.02
 5.WEST GARO HILLS, 1997-98,Rabi       ,4215,6811,1.62
, 1998-99,Rabi       ,4215,6884,1.63
, 2000-01,Rabi       ,4149,6816,1.64
, 2001-02,Rabi       ,2688,4737,1.76
, 2002-03,Rabi       ,2653,4675,1.76
, 2003-04,Rabi       ,802,1471,1.83
, 2004-05,Rabi       ,798,1494,1.87
, 2005-06,Rabi       ,605,1130,1.87
, 2006-07,Rabi       ,600,1122,1.87
, 2007-08,Rabi       ,567,1060,1.87
, 2008-09,Rabi       ,360,678,1.88
, 2009-10,Rabi       ,348,655,1.88
, 2010-11,Rabi       ,347,653,1.88
, 2011-12,Rabi       ,348,657,1.89
, 2012-13,Rabi       ,356,685,1.92
, 2013-14,Rabi       ,179,353,1.97
, 2014-15,Rabi       ,185,373,2.02
, 2015-16,Rabi       ,188,387,2.06
, 2016-17,Rabi       ,192,388,2.02
, 2017-18,Rabi       ,193,391,2.03
 6.WEST KHASI HILLS, 2004-05,Rabi       ,2,1,0.50
, 2005-06,Rabi       ,2,2,1.00
, 2006-07,Rabi       ,2,2,1.00
, 2007-08,Rabi       ,2,2,1.00
, 2008-09,Rabi       ,2,2,1.00
, 2009-10,Rabi       ,2,2,1.00
, 2010-11,Rabi       ,1,1,1.00
, 2011-12,Rabi       ,2,2,1.00
, 2012-13,Rabi       ,3,3,1.00
, 2013-14,Rabi       ,4,5,1.25
, 2014-15,Rabi       ,5,7,1.40
, 2015-16,Rabi       ,5,8,1.60
, 2016-17,Rabi       ,5,8,1.60
, 2017-18,Rabi       ,5,8,1.60
Mizoram,,,,,
 1.AIZAWL, 1997-98,Rabi       ,22,11,0.50
, 1998-99,Rabi       ,52,44,0.85
, 1999-00,Rabi       ,43,38,0.88
 2.KOLASIB, 1998-99,Rabi       ,3,4,1.33
 3.MAMIT, 2004-05,Rabi       ,3,4,1.33
Nagaland,,,,,
 1.DIMAPUR, 2000-01,Rabi       ,1100,2500,2.27
, 2001-02,Rabi       ,1480,3810,2.57
, 2002-03,Rabi       ,2030,4310,2.12
, 2003-04,Rabi       ,2100,3830,1.82
, 2004-05,Rabi       ,1280,2230,1.74
, 2005-06,Rabi       ,310,400,1.29
, 2006-07,Rabi       ,400,280,0.70
, 2007-08,Rabi       ,150,270,1.80
, 2008-09,Rabi       ,190,280,1.47
, 2009-10,Rabi       ,260,350,1.35
, 2010-11,Rabi       ,370,630,1.70
, 2011-12,Rabi       ,380,650,1.71
, 2012-13,Rabi       ,410,740,1.80
, 2013-14,Rabi       ,390,720,1.85
, 2014-15,Rabi       ,410,760,1.85
, 2015-16,Rabi       ,450,830,1.84
, 2016-17,Rabi       ,470,870,1.85
, 2017-18,Rabi       ,470,870,1.85
 2.KOHIMA, 1998-99,Rabi       ,1000,3000,3.00
, 2000-01,Rabi       ,220,700,3.18
, 2001-02,Rabi       ,300,830,2.77
, 2002-03,Rabi       ,550,1400,2.55
, 2003-04,Rabi       ,550,370,0.67
, 2004-05,Rabi       ,1240,2030,1.64
, 2005-06,Rabi       ,120,210,1.75
, 2006-07,Rabi       ,160,140,0.88
, 2007-08,Rabi       ,160,250,1.56
, 2008-09,Rabi       ,160,250,1.56
, 2009-10,Rabi       ,230,260,1.13
, 2010-11,Rabi       ,350,610,1.74
, 2011-12,Rabi       ,350,610,1.74
, 2012-13,Rabi       ,370,670,1.81
, 2013-14,Rabi       ,340,620,1.82
, 2014-15,Rabi       ,340,620,1.82
, 2015-16,Rabi       ,360,660,1.83
, 2016-17,Rabi       ,370,680,1.84
, 2017-18,Rabi       ,370,680,1.84
 3.MOKOKCHUNG, 2000-01,Rabi       ,560,1000,1.79
, 2001-02,Rabi       ,660,1160,1.76
, 2002-03,Rabi       ,800,1860,2.33
, 2003-04,Rabi       ,840,1100,1.31
, 2004-05,Rabi       ,1300,2030,1.56
, 2005-06,Rabi       ,140,270,1.93
, 2006-07,Rabi       ,160,130,0.81
, 2007-08,Rabi       ,160,250,1.56
, 2008-09,Rabi       ,180,260,1.44
, 2009-10,Rabi       ,250,280,1.12
, 2010-11,Rabi       ,370,640,1.73
, 2011-12,Rabi       ,370,640,1.73
, 2012-13,Rabi       ,390,710,1.82
, 2013-14,Rabi       ,360,650,1.81
, 2014-15,Rabi       ,360,650,1.81
, 2015-16,Rabi       ,370,670,1.81
, 2016-17,Rabi       ,380,700,1.84
, 2017-18,Rabi       ,380,700,1.84
 4.MON, 2000-01,Rabi       ,680,1200,1.76
, 2001-02,Rabi       ,750,1320,1.76
, 2002-03,Rabi       ,950,1900,2.00
, 2003-04,Rabi       ,1940,3530,1.82
, 2004-05,Rabi       ,250,270,1.08
, 2005-06,Rabi       ,120,190,1.58
, 2006-07,Rabi       ,160,140,0.88
, 2007-08,Rabi       ,130,200,1.54
, 2008-09,Rabi       ,200,300,1.50
, 2009-10,Rabi       ,270,320,1.19
, 2010-11,Rabi       ,410,670,1.63
, 2011-12,Rabi       ,420,690,1.64
, 2012-13,Rabi       ,430,780,1.81
, 2013-14,Rabi       ,410,750,1.83
, 2014-15,Rabi       ,410,750,1.83
, 2015-16,Rabi       ,420,770,1.83
, 2016-17,Rabi       ,440,810,1.84
, 2017-18,Rabi       ,440,810,1.84
 5.PEREN, 2008-09,Rabi       ,120,180,1.50
